"","dwc.scientificName","decimalLongitude","decimalLatitude","idigbio.isoCountryCode","dwc.individualCount","coreid","dwc.taxonRank","dwc.coordinateUncertaintyInMeters","year","dwc.basisOfRecord","dwc.institutionCode","species"
"146","physalaemus fuscomaculatus",-46.724075,-23.56346,NA,1,"eb11bd3e-924e-4441-a92e-d56a94f1ef5b","species",3036,1961,"preservedspecimen","ummz","Physalaemus_fuscomaculatus"
"147","leptodactylus mystaceus",-61.2038,1.55,NA,NA,"eef6cc36-9510-4ee5-a3d2-5f670cb4da16","species",6397,1993,"preservedspecimen","omnh","Leptodactylus_mystaceus"
"148","leptodactylus ocellatus (linnaeus, 1758)",-63.18339,-4.10944,NA,1,"71a6b60a-35fb-4765-9cce-ceff9e74d8e1","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"149","leptodactylus ocellatus",-40.82,-19.53,NA,1,"9192433a-e25a-4196-970a-5e1eed19f56b","species",2250,NA,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"150","leptodactylus natalensis",-37.42,-11.42,NA,1,"56edd31f-f74b-4e2d-b98f-e2ebe7107a1d","species",NA,1999,"preservedspecimen","usnm","Leptodactylus_natalensis"
"151","leptodactylus natalensis",-35.2167,-5.78333,NA,1,"a89ac0d2-147d-4e0b-a2df-aa74ba12b264","species",4615,NA,"preservedspecimen","usnm","Leptodactylus_natalensis"
"152","adenomera andreae",-55.9833,-4.28333,NA,1,"a15b5700-697b-4a25-b4ca-429286125f4a","species",4865,1979,"preservedspecimen","usnm","Adenomera_andreae"
"153","leptodactylus podicipinus",-61.7,-6.03,NA,1,"7ce8baa2-b547-4c54-a5fc-f36e68f35c7d","species",NA,1975,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"154","physalaemus fuscomaculatus",-44.9333,-17.35,NA,1,"58802a2b-fcc0-4481-b109-8f1bcab92c69","species",4115,NA,"preservedspecimen","usnm","Physalaemus_fuscomaculatus"
"155","leptodactylus bolivianus",-67.4,-8.75,NA,1,"7d9fc567-4eb2-4fc7-9fae-458e13777164","species",NA,1974,"preservedspecimen","usnm","Leptodactylus_bolivianus"
"156","leptodactylus mystaceus",-55.9833,-4.28333,NA,1,"1b0fcbf2-a062-4fd1-9f32-df53d7f57e1a","species",4865,1979,"preservedspecimen","usnm","Leptodactylus_mystaceus"
"157","leptodactylus furnarius",-44.5833,-22.6333,NA,1,"985bc471-b9df-4452-aa61-3f9bc93699ee","species",5865,1969,"preservedspecimen","usnm","Leptodactylus_furnarius"
"158","leptodactylus petersii",-56.6708,-1.1886,NA,1,"8c321626-d94f-403f-9259-18443d39daa5","species",30740,1979,"preservedspecimen","usnm","Leptodactylus_petersii"
"159","adenomera andreae",-59.58,-4.42,NA,1,"c74295d2-7fc8-4e43-87c1-ef4de558696d","species",NA,1975,"preservedspecimen","usnm","Adenomera_andreae"
"160","adenomera marmorata",-45.83,-23.63,NA,1,"2ea9f6c0-8c1f-45f6-9a10-7a952b9ada7a","species",NA,1975,"preservedspecimen","usnm","Adenomera_marmorata"
"161","adenomera andreae",-55.9833,-4.28333,NA,1,"6824d27a-2da9-4797-86fd-6975541f7a9f","species",4865,1981,"preservedspecimen","usnm","Adenomera_andreae"
"162","adenomera andreae",-64.6,-7.08,NA,1,"43710e93-1f34-4d20-a1a8-69677ab08025","species",NA,1974,"preservedspecimen","usnm","Adenomera_andreae"
"163","leptodactylus chaquensis",-38.5,-3.71667,NA,1,"fd341994-2153-491c-8f41-f22a73d08fe7","species",7115,NA,"preservedspecimen","usnm","Leptodactylus_chaquensis"
"164","adenomera andreae",-55.9833,-4.28333,NA,1,"bf711b6b-2d9f-4b40-b7dc-015c7e716684","species",4865,1979,"preservedspecimen","usnm","Adenomera_andreae"
"165","leptodactylus podicipinus",-56.6944,-20.1319,NA,1,"600c0b67-d8b6-4947-b26a-e9b5ea6d57fd","species",NA,1987,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"166","leptodactylus fuscus",-56.6944,-20.1319,NA,1,"5f161c7b-27ac-4a5c-bf79-7adcb101b450","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_fuscus"
"167","leptodactylus chaquensis",-56.6944,-20.1319,NA,1,"5bdc27a0-9a66-4e7b-ba6f-a75ce8d62d20","species",NA,1987,"preservedspecimen","usnm","Leptodactylus_chaquensis"
"168","leptodactylus ocellatus",-61.37,-3.9,NA,1,"e3fa8f03-f261-43b5-b23a-925409358530","species",NA,1975,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"169","leptodactylus riveroi",-59.98,-2.87,NA,1,"d5ea8823-bdab-470a-b097-ffbfc97deb53","species",NA,1991,"preservedspecimen","usnm","Leptodactylus_riveroi"
"170","adenomera marmorata",-43.35,-22.9167,NA,1,"4896d29e-e5aa-4270-927a-713ffee3a61c","species",8115,NA,"preservedspecimen","usnm","Adenomera_marmorata"
"171","leptodactylus ocellatus",-46.9667,-11.6167,NA,1,"c66c0ce9-ee00-4fe6-95ed-d464b584909d","species",10115,NA,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"172","leptodactylus mystaceus",-61.33,2.5,NA,1,"59118ac0-d23b-4212-acc5-9243334f78b2","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_mystaceus"
"173","leptodactylus podicipinus",-61.7,-6.03,NA,1,"729d0f6d-73ea-4d88-8b42-6f34e7bb3b47","species",NA,1975,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"174","leptodactylus fuscus",-47.7,-21.6,NA,1,"96d21daf-bf0c-401b-bcc7-69d90ba162f0","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_fuscus"
"175","adenomera andreae",-55.9833,-4.28333,NA,1,"ec18e694-545e-415f-bd6d-e8652190fe5e","species",4865,1979,"preservedspecimen","usnm","Adenomera_andreae"
"176","adenomera andreae",-56.6708,-1.1886,NA,1,"292841ea-b3f6-4caf-b505-160102120878","species",30740,1979,"preservedspecimen","usnm","Adenomera_andreae"
"177","leptodactylus fuscus",-56.6944,-20.1319,NA,1,"2c90356f-0f87-477e-b2a0-4e5f36bbf9bb","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_fuscus"
"178","leptodactylus rhodomystax",-59.83,-2.33,NA,8,"a3a9be67-b220-4941-af42-6a748b0d5b44","species",NA,1989,"preservedspecimen","usnm","Leptodactylus_rhodomystax"
"179","leptodactylus myersi",-60.92,2.42,NA,1,"8c54985c-4ed1-4f1d-9efd-ce865b9ef429","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_myersi"
"180","adenomera hylaedactyla",-66.0167,-2.5333,NA,1,"b26b36bf-d0cc-4caa-859a-47bd1213bf17","species",20930,1973,"preservedspecimen","usnm","Adenomera_hylaedactyla"
"181","paratelmatobius gaigeae",-44.75,-22.5667,NA,1,"33383ba2-4a72-473b-bf7a-f172baa69dd0","species",28615,1931,"preservedspecimen","usnm","Paratelmatobius_gaigeae"
"182","adenomera marmorata",-43.35,-22.9167,NA,1,"65b99a50-d050-40ef-9035-08bc8189af29","species",8115,NA,"preservedspecimen","usnm","Adenomera_marmorata"
"183","leptodactylus flavopictus",-44.65,-22.82,NA,1,"be9059f5-9842-408d-a70f-7d04de66ac23","species",NA,1977,"preservedspecimen","usnm","Leptodactylus_flavopictus"
"184","leptodactylus fuscus",-56.6944,-20.1319,NA,1,"d6734939-f379-4b19-9273-546e496fb682","species",NA,1987,"preservedspecimen","usnm","Leptodactylus_fuscus"
"185","leptodactylus ocellatus",-49.25,-25.4167,NA,1,"7f5dae08-281f-45f3-8b76-5f75fbc99c48","species",11990,1963,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"186","leptodactylus gracilis",-48.7667,-27.6833,NA,1,"5b5e96da-d1db-476f-965b-daa087249520","species",27615,1979,"preservedspecimen","usnm","Leptodactylus_gracilis"
"187","adenomera marmorata",-43.35,-22.9167,NA,1,"be684e34-83df-4709-a5ad-53cdac70a94a","species",8115,NA,"preservedspecimen","usnm","Adenomera_marmorata"
"188","adenomera andreae",-48.4384,-1.45,NA,NA,"f3ae766e-b9e1-4356-a32d-59a38837f949","species",NA,1969,"preservedspecimen","ku","Adenomera_andreae"
"189","adenomera andreae",-48.4833,-1.45,NA,1,"1ffa5afa-1513-47d0-9fec-117c0f72692f","species",6115,1965,"preservedspecimen","usnm","Adenomera_andreae"
"190","leptodactylus myersi",-60.92,2.42,NA,1,"c9672461-d17f-4138-a464-1095e6eaa914","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_myersi"
"191","leptodactylus podicipinus",-61.7,-6.03,NA,1,"f7820ed7-5431-41c8-984b-033da27dfded","species",NA,1975,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"192","leptodactylus fuscus",-56.6944,-20.1319,NA,1,"84b31f8f-911a-4fb0-a5ae-003b3ad04108","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_fuscus"
"193","leptodactylus podicipinus",-61.28,-5.83,NA,1,"9faac16a-6a3d-4d24-81ea-2aec597af03b","species",NA,1975,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"194","leptodactylus ocellatus",-45.83,-23.63,NA,1,"8be7211c-5cc5-4015-b185-2271c16dc80e","species",NA,1976,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"195","leptodactylus fuscus",-63.13,-9.72,NA,1,"118d21bb-bca1-4cd6-b864-a5589f580652","species",17615,1975,"preservedspecimen","usnm","Leptodactylus_fuscus"
"196","leptodactylus mystacinus",-47.7,-21.6,NA,1,"1952545e-a7fe-42e7-a1eb-08dc364ee013","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_mystacinus"
"197","leptodactylus fuscus",-42.98,-22.43,NA,1,"cc61d000-dbb4-43d6-8ccd-33bc08eb2ac8","species",NA,1977,"preservedspecimen","usnm","Leptodactylus_fuscus"
"198","leptodactylus ocellatus",-42.0667,-9.68333,NA,1,"e5802151-4ab9-4aaf-b5ef-9d04889fc21d","species",10115,NA,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"199","leptodactylus discodactylus",-66.23,-3.28,NA,1,"f9d12cdd-2b9e-455f-b18f-f97328d971e9","species",NA,1992,"preservedspecimen","usnm","Leptodactylus_discodactylus"
"200","leptodactylus syphax",-49.4667,-18.9667,NA,1,"4065aa5d-2e5b-4904-8754-a79a0b505854","species",23240,NA,"preservedspecimen","usnm","Leptodactylus_syphax"
"201","leptodactylus petersii",-55.9833,-4.28333,NA,1,"8449422a-e181-4288-99c4-6e6b809ddc2e","species",4865,1981,"preservedspecimen","usnm","Leptodactylus_petersii"
"202","leptodactylus podicipinus",-59.58,-4.42,NA,1,"a2a6a418-18a3-4a9e-8428-1023a5ec6179","species",NA,1975,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"203","leptodactylus ocellatus",-58.4667,-15.85,NA,1,"347b8dd4-93ae-4b84-a73f-67108b60abfa","species",38240,1984,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"204","leptodactylus notoaktites",-47.7,-21.6,NA,1,"27eae68b-27be-4c60-aec7-2133d5f7962e","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_notoaktites"
"205","leptodactylus ocellatus",-42.98,-22.43,NA,1,"e6930c44-61d3-4eeb-9a67-db91e2486a34","species",NA,1977,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"206","leptodactylus mystaceus",-63.45,-9.62,NA,1,"caa1a3a6-ad47-4e23-845a-06ce046fc760","species",NA,1985,"preservedspecimen","usnm","Leptodactylus_mystaceus"
"207","leptodactylus gracilis",-48.7667,-27.6833,NA,1,"993d102c-3b97-4012-8b7a-e3757b47a502","species",27615,1979,"preservedspecimen","usnm","Leptodactylus_gracilis"
"208","leptodactylus fuscus",-60.92,2.42,NA,1,"c690bc1d-117c-48b9-8c6d-083e0ab9eee1","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_fuscus"
"209","leptodactylus chaquensis",-56.6944,-20.1319,NA,1,"f0774c26-bc2a-4a91-ad95-dff1f7bbe826","species",NA,1987,"preservedspecimen","usnm","Leptodactylus_chaquensis"
"210","adenomera marmorata",-45.83,-23.63,NA,1,"51f12d08-301c-42dd-bbf8-65ca26d2501e","species",NA,1984,"preservedspecimen","usnm","Adenomera_marmorata"
"211","adenomera marmorata",-45.83,-23.63,NA,5,"bcf71478-e901-4570-bc63-a7bd520398f8","species",NA,1976,"preservedspecimen","usnm","Adenomera_marmorata"
"212","adenomera bokermanni",-42.9833,-22.4333,NA,1,"e1049c64-f0bf-4141-acc5-e54089320a31","species",6915,NA,"preservedspecimen","usnm","Adenomera_bokermanni"
"213","adenomera marmorata",-43.2333,-22.9333,NA,1,"e7858bab-befe-49b8-bbc8-fca5a83c1d63","species",4115,NA,"preservedspecimen","usnm","Adenomera_marmorata"
"214","leptodactylus chaquensis",-56.6944,-20.1319,NA,1,"c6155923-af7a-49fa-b232-e94c7a40cab4","species",NA,1987,"preservedspecimen","usnm","Leptodactylus_chaquensis"
"215","leptodactylus ocellatus",-44.5667,-17.9,NA,1,"d75c237b-e779-4dbd-bc26-6839046b4abe","species",19490,NA,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"216","adenomera andreae",-48.4833,-1.45,NA,1,"5c4f1898-d5b7-4ad9-96c2-05cc0b10b94f","species",6115,1965,"preservedspecimen","usnm","Adenomera_andreae"
"217","leptodactylus mystacinus",-47.7,-21.6,NA,1,"6c6854ae-ecb3-4a3e-b55e-debc6124de60","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_mystacinus"
"218","leptodactylus longirostris",-55.9833,-4.28333,NA,1,"b0170b2c-d358-4fb5-aef9-4d68fcf5cf1b","species",4865,1981,"preservedspecimen","usnm","Leptodactylus_longirostris"
"219","leptodactylus mystaceus",-56.6708,-1.1886,NA,1,"72070bc3-5fc4-4ec4-a4b5-ba781a8b88c6","species",30740,1979,"preservedspecimen","usnm","Leptodactylus_mystaceus"
"220","adenomera bokermanni",-43.1167,-22.9833,NA,1,"ce603109-2a43-4278-a9da-f6b6c3853a40","species",4365,1935,"preservedspecimen","usnm","Adenomera_bokermanni"
"221","leptodactylus podicipinus",-59.58,-4.42,NA,1,"f357d4c5-7ffe-415a-9167-565ef63745c3","species",NA,1975,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"222","leptodactylus mystaceus",-46.9667,-11.6167,NA,1,"2b3a6c7c-9cd6-4661-83f8-18ce0fa17874","species",10115,NA,"preservedspecimen","usnm","Leptodactylus_mystaceus"
"223","leptodactylus fuscus",-60.92,2.42,NA,12,"087c9748-97a9-4195-9c11-b1ed2d62e053","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_fuscus"
"224","leptodactylus podicipinus",-61.7,-6.03,NA,1,"ddd204e0-de6d-4856-993a-ac31df984188","species",NA,1975,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"225","leptodactylus ocellatus",-42.0667,-9.68333,NA,1,"0f1f9945-0c38-4d85-aa28-9f605c826c9b","species",10115,NA,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"226","leptodactylus ocellatus",-42.0667,-9.68333,NA,1,"55e181ec-7083-4552-aa12-973a442a3962","species",10115,NA,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"227","leptodactylus fuscus",-60.92,2.42,NA,1,"468f21b9-9c00-407a-acb2-f90bc34a9b42","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_fuscus"
"228","physalaemus fuscomaculatus",-44.93333,-17.35,NA,NA,"b5fd0f5e-1f07-4c88-be1b-ba91f8b63d03","species",4115,1942,"preservedspecimen","cas","Physalaemus_fuscomaculatus"
"229","leptodactylus ocellatus",-46.72399,-23.563303,NA,1,"baa06751-6e96-470c-9020-693359e65217","species",2224,1961,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"230","adenomera hylaedactyla",-48.4384,-1.45,NA,NA,"d34a22b6-787a-478e-80dd-b7edf6b693d2","species",NA,1969,"preservedspecimen","ku","Adenomera_hylaedactyla"
"231","leptodactylus ocellatus (linnaeus, 1758)",-66.01667,-2.53333,NA,1,"be8312af-a24c-4411-a692-9371c862e38c","species",8865,NA,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"232","physalaemus fuscomaculatus",-44.93333,-17.35,NA,NA,"9ab5c582-9a77-4554-8383-f92f6e8ce232","species",4115,1942,"preservedspecimen","cas","Physalaemus_fuscomaculatus"
"233","leptodactylus ocellatus (linnaeus, 1758)",-63.18339,-4.10944,NA,1,"c4a52afc-d6f7-466e-a2e7-62edf6ea1722","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"234","adenomera andreae (müller, 1923)",-55.86389,-1.76528,NA,1,"c4de8f2c-31e1-4554-8478-bcae0688b1cf","species",4365,1973,"preservedspecimen","mcz","Adenomera_andreae"
"235","leptodactylus fuscus",-63.18339,-4.10944,NA,1,"c7399fe2-9882-4a1b-9104-98a9b8ac9554","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_fuscus"
"236","leptodactylus ocellatus",-39.01614444,-4.968588889,NA,NA,"95c245c8-5466-461b-927b-4d8967b8b2f2","species",NA,1911,"preservedspecimen","cas","Leptodactylus_ocellatus"
"237","leptodactylus leptodactyloides (andersson, 1945)",-66.56667,-2.46667,NA,1,"44b4337c-2ea8-43d6-8e82-183a2b2eac4f","species",87144,1976,"preservedspecimen","mcz","Leptodactylus_leptodactyloides"
"238","leptodactylus petersii (steindachner, 1864)",-62.13333,-3.7,NA,1,"79073821-0f68-4b68-91eb-0118192ee8b3","species",6615,1973,"preservedspecimen","mcz","Leptodactylus_petersii"
"239","leptodactylus ocellatus",-46.724104,-23.562673,NA,1,"800d9c6c-a836-4317-bdd7-f3d75364cace","species",1931,1961,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"240","leptodactylus ocellatus (linnaeus, 1758)",-63.18339,-4.10944,NA,1,"0e319353-d94b-4ec1-af86-e9b1239ee3a4","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"241","adenomera marmorata steindachner, 1867",-43.23333,-22.93333,NA,1,"d92e4995-440a-4121-9393-b7781796314c","species",4115,1930,"preservedspecimen","mcz","Adenomera_marmorata"
"242","leptodactylus ocellatus",-45.067676,-16.367172,NA,NA,"e40549a3-f19c-4b5b-a406-2799f9fc887a","species",3036,1941,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"243","leptodactylus ocellatus (linnaeus, 1758)",-63.18339,-4.10944,NA,1,"5b4316d7-3565-47a9-abce-bd92c4121cdd","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"244","leptodactylus ocellatus",-40.6,-19.91667,NA,NA,"1dd65e83-eafd-4ec0-8afa-fa78afaa78a8","species",11115,1942,"preservedspecimen","cas","Leptodactylus_ocellatus"
"245","leptodactylus pentadactylus (laurenti, 1768)",-37.41667,-11.41667,NA,1,"15b848fc-d870-407c-a3be-6a2c3e8887ee","species",5865,1991,"preservedspecimen","mcz","Leptodactylus_pentadactylus"
"246","leptodactylus mystaceus",-48.4384,-1.45,NA,NA,"4cb103f0-b11c-43a3-975a-884c4a100198","species",NA,1969,"preservedspecimen","ku","Leptodactylus_mystaceus"
"247","leptodactylus latrans",-48.45637,-1.45,NA,NA,"4e963786-20cb-4f67-b520-c449afd9100c","species",NA,1970,"preservedspecimen","ku","Leptodactylus_latrans"
"248","adenomera marmorata steindachner, 1867",-49.23333,-26.43333,NA,1,"58bbafd0-7c11-4c55-a3d2-17e766e699b4","species",53865,1866,"preservedspecimen","mcz","Adenomera_marmorata"
"249","leptodactylus macrosternum",-61.13969,1.83973,NA,NA,"2602139a-8289-41f4-bb1f-1679495372f8","species",6714,1993,"preservedspecimen","omnh","Leptodactylus_macrosternum"
"250","leptodactylus ocellatus",-43.88333,-19.63333,NA,NA,"28951444-3992-4355-abfe-58ef2123d3b3","species",7865,1942,"preservedspecimen","cas","Leptodactylus_ocellatus"
"251","leptodactylus ocellatus",-46.72399,-23.563303,NA,1,"4b5be64e-d4ed-4d3f-a59a-bc074db177b1","species",2224,1961,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"252","leptodactylus ocellatus",-43.88333,-19.63333,NA,NA,"72ababeb-c994-4ac1-99f3-cc2706f5e444","species",7865,1942,"preservedspecimen","cas","Leptodactylus_ocellatus"
"253","leptodactylus ocellatus",-44.830406,-17.204287,NA,1,"72b84c6e-205c-48c2-aaef-6c0289db88e7","species",5901,1941,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"254","leptodactylus ocellatus (linnaeus, 1758)",-63.18339,-4.10944,NA,1,"71d8f624-70f9-4c93-9d79-68da0caed908","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"255","adenomera andreae",-48.4384,-1.45,NA,NA,"037dcaf9-82a9-42d2-9e69-8c20dcba9566","species",NA,1969,"preservedspecimen","ku","Adenomera_andreae"
"256","leptodactylus labyrinthicus",-35.493333,-9.238889,NA,NA,"9e7ce5a8-bbe2-4d3f-a1f5-e48b039707aa","species",NA,2004,"preservedspecimen","unicamp","Leptodactylus_labyrinthicus"
"257","leptodactylus labyrinthicus",-47.069167,-22.821111,NA,NA,"c368966b-1bad-4d18-b90d-3a9b595474b4","species",NA,1986,"preservedspecimen","unicamp","Leptodactylus_labyrinthicus"
"258","adenomera bokermanni",-44.65,-22.82,NA,2,"44d0bfc6-7ffb-4772-82d4-a63fb3e3907f","species",NA,1977,"preservedspecimen","usnm","Adenomera_bokermanni"
"259","adenomera andreae",-55.9833,-4.28333,NA,1,"75ada6c0-eb11-4691-9f43-0aad04385585","species",4865,1979,"preservedspecimen","usnm","Adenomera_andreae"
"260","adenomera andreae",-56.6708,-1.1886,NA,1,"207a8588-0e18-4742-9491-2de28a31b82c","species",30740,1979,"preservedspecimen","usnm","Adenomera_andreae"
"261","leptodactylus fuscus",-48.1167,-22.8,NA,1,"25ee761d-42e2-4a02-b319-448c5a8fa119","species",18750,1965,"preservedspecimen","usnm","Leptodactylus_fuscus"
"262","leptodactylus podicipinus",-52.35,-14.6667,NA,1,"e0211049-3128-4a98-957c-b5384baf62db","species",367615,NA,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"263","leptodactylus ocellatus",-47.23,-24.57,NA,1,"6f821a9c-3085-477c-a773-1f073ce65f73","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"264","leptodactylus ocellatus",-44.5667,-17.9,NA,1,"4e818c8d-a9b4-4634-8678-a63314bd439c","species",19490,NA,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"265","leptodactylus gracilis",-48.7667,-27.6833,NA,1,"9631200c-7e96-46a4-91ce-1f4978d657d7","species",27615,1979,"preservedspecimen","usnm","Leptodactylus_gracilis"
"266","leptodactylus natalensis",-37.42,-11.42,NA,1,"e5937cd3-fd06-46f7-b204-1621b919347b","species",NA,1999,"preservedspecimen","usnm","Leptodactylus_natalensis"
"267","leptodactylus knudseni",-56.6708,-1.1886,NA,1,"5a0994d3-3891-439a-b825-a9e2647ebe48","species",30740,1979,"preservedspecimen","usnm","Leptodactylus_knudseni"
"268","leptodactylus mystacinus",-47.7,-21.6,NA,1,"ebf4dec7-5afa-4aa6-b86f-9c19480fbed2","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_mystacinus"
"269","adenomera hylaedactyla",-56.6708,-1.1886,NA,1,"e965b4df-a38f-4dc1-853d-3c36ac294f65","species",30740,1979,"preservedspecimen","usnm","Adenomera_hylaedactyla"
"270","leptodactylus mystacinus",-44.65,-22.82,NA,1,"70ba1d34-0445-4b2b-89ef-fbcc09524ec0","species",NA,1976,"preservedspecimen","usnm","Leptodactylus_mystacinus"
"271","adenomera marmorata",-43.35,-22.9167,NA,1,"203a6260-7ed6-4f43-9538-c04365047205","species",8115,NA,"preservedspecimen","usnm","Adenomera_marmorata"
"272","leptodactylus leptodactyloides",-61.37,-3.9,NA,1,"c2d949b8-0dde-4fd2-908d-cbb88542baf5","species",NA,1975,"preservedspecimen","usnm","Leptodactylus_leptodactyloides"
